id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,emp_var_rate,cons_price_idx
6677,29,services,married,high.school,unknown,no,no,telephone,may,wed,100,2,999,1.1,93.994
6678,41,management,married,basic.6y,no,yes,no,telephone,may,wed,648,1,999,1.1,93.994
6679,42,retired,married,basic.9y,unknown,yes,no,telephone,may,wed,198,3,999,1.1,93.994
6680,39,housemaid,married,university.degree,no,yes,no,telephone,may,wed,536,7,999,1.1,93.994
6681,45,admin.,married,basic.9y,no,yes,no,telephone,may,wed,173,1,999,1.1,93.994
6682,35,services,divorced,professional.course,unknown,no,no,telephone,may,wed,184,2,999,1.1,93.994
6683,44,management,married,basic.9y,unknown,no,no,telephone,may,wed,282,2,999,1.1,93.994
6684,32,technician,single,university.degree,no,yes,no,telephone,may,wed,269,2,999,1.1,93.994
6685,36,admin.,single,high.school,no,no,yes,telephone,may,wed,176,6,999,1.1,93.994
6686,43,management,married,basic.6y,unknown,no,no,telephone,may,wed,347,2,999,1.1,93.994
6687,42,technician,married,basic.9y,no,yes,no,telephone,may,wed,88,3,999,1.1,93.994
6688,39,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,279,2,999,1.1,93.994
6689,35,services,divorced,professional.course,no,yes,yes,telephone,may,wed,294,3,999,1.1,93.994
6690,30,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,188,2,999,1.1,93.994
6691,34,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,116,6,999,1.1,93.994
6692,39,admin.,married,basic.6y,unknown,no,no,telephone,may,wed,60,6,999,1.1,93.994
6693,55,retired,divorced,professional.course,no,no,yes,telephone,may,wed,217,2,999,1.1,93.994
6694,29,blue-collar,single,professional.course,no,no,no,telephone,may,wed,298,5,999,1.1,93.994
6695,53,technician,married,professional.course,unknown,no,no,telephone,may,wed,864,2,999,1.1,93.994
6696,31,admin.,married,high.school,no,no,no,telephone,may,wed,469,3,999,1.1,93.994
6697,59,retired,divorced,basic.9y,unknown,no,yes,telephone,may,wed,139,2,999,1.1,93.994
6698,43,technician,divorced,unknown,no,no,no,telephone,may,wed,80,9,999,1.1,93.994
6699,33,admin.,married,high.school,no,yes,no,telephone,may,wed,67,2,999,1.1,93.994
6700,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,129,2,999,1.1,93.994
6701,31,technician,married,professional.course,no,no,no,telephone,may,wed,89,5,999,1.1,93.994
6702,31,admin.,divorced,university.degree,unknown,no,no,telephone,may,wed,346,2,999,1.1,93.994
6703,27,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,47,1,999,1.1,93.994
6704,40,admin.,single,university.degree,no,no,no,telephone,may,wed,244,3,999,1.1,93.994
6705,47,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,136,1,999,1.1,93.994
6706,42,admin.,single,university.degree,no,no,no,telephone,may,wed,110,5,999,1.1,93.994
6707,35,blue-collar,divorced,basic.4y,no,yes,yes,telephone,may,wed,433,3,999,1.1,93.994
6708,24,services,married,high.school,no,yes,no,telephone,may,wed,66,2,999,1.1,93.994
6709,55,unemployed,married,basic.4y,unknown,yes,no,telephone,may,wed,140,2,999,1.1,93.994
6710,49,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,89,1,999,1.1,93.994
6711,36,services,married,high.school,no,yes,no,telephone,may,wed,54,1,999,1.1,93.994
6712,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,172,1,999,1.1,93.994
6713,28,services,single,high.school,no,no,no,telephone,may,wed,72,3,999,1.1,93.994
6714,50,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,124,1,999,1.1,93.994
6715,27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,118,1,999,1.1,93.994
6716,42,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,24,1,999,1.1,93.994
6717,52,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,wed,489,2,999,1.1,93.994
6718,34,admin.,married,high.school,no,no,no,telephone,may,wed,357,1,999,1.1,93.994
6719,44,admin.,single,high.school,no,no,no,telephone,may,wed,84,3,999,1.1,93.994
6720,39,services,married,high.school,no,no,no,telephone,may,wed,239,2,999,1.1,93.994
6721,27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,466,1,999,1.1,93.994
6722,50,management,married,university.degree,no,yes,no,telephone,may,wed,383,1,999,1.1,93.994
6723,27,management,single,university.degree,no,no,yes,telephone,may,wed,413,1,999,1.1,93.994
6724,33,services,single,basic.6y,unknown,yes,no,telephone,may,wed,101,2,999,1.1,93.994
6725,49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,344,1,999,1.1,93.994
6726,51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,wed,360,1,999,1.1,93.994
6727,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,79,2,999,1.1,93.994
6728,58,retired,divorced,university.degree,no,yes,no,telephone,may,wed,314,2,999,1.1,93.994
6729,32,admin.,divorced,university.degree,no,no,no,telephone,may,wed,315,2,999,1.1,93.994
6730,53,technician,married,professional.course,unknown,yes,yes,telephone,may,wed,117,2,999,1.1,93.994
6731,41,blue-collar,divorced,basic.6y,no,no,no,telephone,may,wed,229,2,999,1.1,93.994
6732,46,retired,married,basic.4y,no,no,no,telephone,may,wed,94,1,999,1.1,93.994
6733,30,services,married,unknown,no,yes,yes,telephone,may,wed,83,4,999,1.1,93.994
6734,32,admin.,married,university.degree,no,yes,yes,telephone,may,wed,338,2,999,1.1,93.994
6735,31,services,single,high.school,unknown,no,no,telephone,may,wed,491,1,999,1.1,93.994
6736,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,167,1,999,1.1,93.994
6737,46,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,258,1,999,1.1,93.994
6738,54,retired,married,basic.4y,unknown,no,no,telephone,may,wed,1730,1,999,1.1,93.994
6739,31,unemployed,single,professional.course,no,no,no,telephone,may,wed,83,1,999,1.1,93.994
6740,34,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,193,2,999,1.1,93.994
6741,41,admin.,married,high.school,no,no,no,telephone,may,wed,249,2,999,1.1,93.994
6742,33,admin.,married,high.school,no,no,no,telephone,may,wed,629,2,999,1.1,93.994
6743,36,technician,married,professional.course,unknown,yes,no,telephone,may,wed,260,2,999,1.1,93.994
6744,37,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,202,2,999,1.1,93.994
6745,38,blue-collar,married,high.school,no,no,no,telephone,may,wed,471,5,999,1.1,93.994
6746,25,self-employed,single,university.degree,no,no,no,telephone,may,wed,217,5,999,1.1,93.994
6747,56,services,married,basic.9y,unknown,no,no,telephone,may,wed,300,3,999,1.1,93.994
6748,29,services,married,basic.9y,no,yes,no,telephone,may,wed,94,3,999,1.1,93.994
6749,28,services,single,high.school,no,no,no,telephone,may,wed,397,1,999,1.1,93.994
6750,35,entrepreneur,married,high.school,no,no,no,telephone,may,wed,157,2,999,1.1,93.994
6751,46,housemaid,married,basic.4y,no,yes,no,telephone,may,wed,238,8,999,1.1,93.994
6752,36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,389,4,999,1.1,93.994
6753,49,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,667,3,999,1.1,93.994
6754,28,management,single,university.degree,no,no,no,telephone,may,wed,376,4,999,1.1,93.994
6755,32,technician,single,university.degree,no,no,no,telephone,may,wed,23,16,999,1.1,93.994
6756,40,services,married,high.school,unknown,yes,no,telephone,may,wed,133,1,999,1.1,93.994
6757,41,services,married,basic.9y,no,yes,no,telephone,may,wed,251,3,999,1.1,93.994
6758,41,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,115,1,999,1.1,93.994
6759,34,blue-collar,divorced,professional.course,no,unknown,unknown,telephone,may,wed,209,1,999,1.1,93.994
6760,34,services,single,basic.9y,unknown,yes,yes,telephone,may,wed,124,1,999,1.1,93.994
6761,42,admin.,married,university.degree,unknown,no,no,telephone,may,wed,96,1,999,1.1,93.994
6762,30,management,single,university.degree,no,no,yes,telephone,may,wed,691,5,999,1.1,93.994
6763,38,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,wed,87,2,999,1.1,93.994
6764,53,entrepreneur,married,unknown,no,yes,no,telephone,may,wed,126,2,999,1.1,93.994
6765,28,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,259,2,999,1.1,93.994
6766,35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,330,5,999,1.1,93.994
6767,34,technician,married,university.degree,no,no,no,telephone,may,wed,198,3,999,1.1,93.994
6768,59,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,wed,429,10,999,1.1,93.994
6769,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,545,1,999,1.1,93.994
6770,32,blue-collar,married,high.school,unknown,yes,no,telephone,may,wed,44,7,999,1.1,93.994
6771,28,admin.,single,unknown,no,yes,no,telephone,may,wed,279,2,999,1.1,93.994
6772,31,services,married,high.school,unknown,no,no,telephone,may,wed,136,2,999,1.1,93.994
6773,55,technician,married,professional.course,unknown,no,no,telephone,may,wed,48,2,999,1.1,93.994
6774,36,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,wed,449,4,999,1.1,93.994
6775,37,admin.,single,university.degree,no,no,no,telephone,may,wed,362,3,999,1.1,93.994
6776,42,technician,single,basic.9y,no,yes,no,telephone,may,wed,99,2,999,1.1,93.994
6777,43,technician,single,professional.course,no,yes,no,telephone,may,wed,207,3,999,1.1,93.994
6778,36,technician,married,university.degree,no,no,no,telephone,may,wed,297,14,999,1.1,93.994
6779,25,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,172,1,999,1.1,93.994
6780,49,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,158,10,999,1.1,93.994
6781,51,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,wed,180,2,999,1.1,93.994
6782,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,410,1,999,1.1,93.994
6783,37,entrepreneur,married,high.school,no,yes,no,telephone,may,wed,57,4,999,1.1,93.994
6784,35,admin.,single,university.degree,no,no,yes,telephone,may,wed,424,3,999,1.1,93.994
6785,28,admin.,single,university.degree,unknown,no,yes,telephone,may,wed,74,2,999,1.1,93.994
6786,39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,96,4,999,1.1,93.994
6787,21,technician,single,professional.course,no,no,yes,telephone,may,wed,109,2,999,1.1,93.994
6788,39,entrepreneur,divorced,high.school,no,no,no,telephone,may,wed,52,2,999,1.1,93.994
6789,46,blue-collar,single,professional.course,no,no,no,telephone,may,wed,26,5,999,1.1,93.994
6790,57,retired,married,basic.9y,unknown,no,no,telephone,may,wed,506,2,999,1.1,93.994
6791,27,admin.,married,high.school,unknown,no,no,telephone,may,wed,173,3,999,1.1,93.994
6792,52,admin.,married,high.school,no,no,no,telephone,may,wed,643,2,999,1.1,93.994
6793,42,technician,married,professional.course,no,yes,no,telephone,may,wed,77,3,999,1.1,93.994
6794,30,management,single,university.degree,no,no,yes,telephone,may,wed,95,2,999,1.1,93.994
6795,52,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,463,2,999,1.1,93.994
6796,36,admin.,married,high.school,no,yes,no,telephone,may,wed,25,1,999,1.1,93.994
6797,25,technician,single,professional.course,no,yes,no,telephone,may,wed,104,2,999,1.1,93.994
6798,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,267,2,999,1.1,93.994
6799,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,wed,64,1,999,1.1,93.994
6800,25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,340,3,999,1.1,93.994
6801,33,admin.,divorced,university.degree,no,no,no,telephone,may,wed,325,2,999,1.1,93.994
6802,53,management,married,basic.4y,unknown,no,no,telephone,may,wed,528,2,999,1.1,93.994
6803,33,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1277,2,999,1.1,93.994
6804,43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,363,4,999,1.1,93.994
6805,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,411,3,999,1.1,93.994
6806,32,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,245,2,999,1.1,93.994
6807,51,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,wed,160,2,999,1.1,93.994
6808,25,blue-collar,single,high.school,no,no,no,telephone,may,wed,313,2,999,1.1,93.994
6809,40,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,140,5,999,1.1,93.994
6810,30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,25,2,999,1.1,93.994
6811,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,157,3,999,1.1,93.994
6812,34,admin.,married,university.degree,no,no,yes,telephone,may,wed,157,2,999,1.1,93.994
6813,36,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,386,3,999,1.1,93.994
6814,34,technician,married,basic.9y,no,no,no,telephone,may,wed,593,2,999,1.1,93.994
6815,35,services,divorced,high.school,no,no,yes,telephone,may,wed,176,2,999,1.1,93.994
6816,44,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,189,2,999,1.1,93.994
6817,37,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,wed,302,2,999,1.1,93.994
6818,31,services,married,university.degree,unknown,yes,no,telephone,may,wed,165,4,999,1.1,93.994
6819,29,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,48,5,999,1.1,93.994
6820,39,management,married,university.degree,no,yes,no,telephone,may,wed,51,4,999,1.1,93.994
6821,41,blue-collar,married,basic.4y,no,no,yes,telephone,may,wed,99,2,999,1.1,93.994
6822,25,services,married,high.school,no,yes,no,telephone,may,wed,452,2,999,1.1,93.994
6823,50,management,married,university.degree,no,no,yes,telephone,may,wed,187,3,999,1.1,93.994
6824,26,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,335,2,999,1.1,93.994
6825,37,services,married,high.school,no,no,no,telephone,may,wed,110,8,999,1.1,93.994
6826,43,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,299,3,999,1.1,93.994
6827,28,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,85,3,999,1.1,93.994
6828,31,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,234,3,999,1.1,93.994
6829,50,admin.,married,high.school,no,no,no,telephone,may,wed,264,2,999,1.1,93.994
6830,46,admin.,divorced,high.school,no,yes,yes,telephone,may,wed,233,4,999,1.1,93.994
6831,50,technician,married,professional.course,unknown,no,no,telephone,may,wed,239,4,999,1.1,93.994
6832,52,blue-collar,married,professional.course,no,no,yes,telephone,may,wed,611,3,999,1.1,93.994
6833,35,blue-collar,single,professional.course,no,no,yes,telephone,may,wed,600,2,999,1.1,93.994
6834,60,retired,divorced,basic.4y,unknown,no,no,telephone,may,wed,478,2,999,1.1,93.994
6835,42,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,92,5,999,1.1,93.994
6836,25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,158,2,999,1.1,93.994
6837,35,technician,single,professional.course,unknown,no,no,telephone,may,wed,198,2,999,1.1,93.994
6838,37,management,single,high.school,no,no,no,telephone,may,wed,438,2,999,1.1,93.994
6839,41,management,married,university.degree,no,yes,no,telephone,may,wed,205,7,999,1.1,93.994
6840,35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,342,2,999,1.1,93.994
6841,49,services,married,high.school,no,no,no,telephone,may,wed,249,2,999,1.1,93.994
6842,36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,75,6,999,1.1,93.994
6843,45,services,single,professional.course,unknown,no,no,telephone,may,wed,225,4,999,1.1,93.994
6844,48,entrepreneur,married,high.school,unknown,yes,no,telephone,may,wed,88,3,999,1.1,93.994
6845,28,self-employed,single,university.degree,no,no,no,telephone,may,wed,314,5,999,1.1,93.994
6846,42,management,married,university.degree,no,no,no,telephone,may,wed,109,3,999,1.1,93.994
6847,42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456,2,999,1.1,93.994
6848,33,admin.,married,university.degree,no,no,no,telephone,may,wed,92,5,999,1.1,93.994
6849,29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,223,5,999,1.1,93.994
6850,27,technician,married,professional.course,no,no,no,telephone,may,wed,148,3,999,1.1,93.994
6851,35,technician,married,professional.course,no,yes,no,telephone,may,wed,205,3,999,1.1,93.994
6852,40,blue-collar,married,high.school,no,no,no,telephone,may,wed,80,3,999,1.1,93.994
6853,33,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,357,3,999,1.1,93.994
6854,41,self-employed,single,university.degree,no,yes,yes,telephone,may,wed,23,17,999,1.1,93.994
6855,39,admin.,married,university.degree,no,unknown,unknown,telephone,may,wed,513,2,999,1.1,93.994
6856,43,admin.,single,high.school,no,no,yes,telephone,may,wed,171,5,999,1.1,93.994
6857,31,admin.,single,university.degree,no,no,no,telephone,may,wed,90,8,999,1.1,93.994
6858,35,blue-collar,married,high.school,no,no,no,telephone,may,wed,55,4,999,1.1,93.994
6859,40,technician,married,professional.course,no,no,yes,telephone,may,wed,51,2,999,1.1,93.994
6860,59,retired,married,professional.course,no,no,no,telephone,may,wed,560,9,999,1.1,93.994
6861,27,admin.,single,university.degree,no,no,no,telephone,may,wed,245,2,999,1.1,93.994
6862,47,admin.,married,high.school,no,yes,no,telephone,may,wed,318,2,999,1.1,93.994
6863,45,management,married,university.degree,no,no,no,telephone,may,wed,105,2,999,1.1,93.994
6864,51,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,261,2,999,1.1,93.994
6865,60,retired,divorced,high.school,unknown,yes,no,telephone,may,wed,398,4,999,1.1,93.994
6866,45,admin.,married,basic.6y,unknown,yes,no,telephone,may,wed,200,4,999,1.1,93.994
6867,52,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,wed,267,4,999,1.1,93.994
6868,27,admin.,married,university.degree,no,no,no,telephone,may,wed,191,5,999,1.1,93.994
6869,44,technician,single,professional.course,no,yes,no,telephone,may,wed,300,4,999,1.1,93.994
6870,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,82,4,999,1.1,93.994
6871,32,unemployed,single,high.school,no,no,no,telephone,may,wed,153,3,999,1.1,93.994
6872,24,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,504,3,999,1.1,93.994
6873,46,admin.,single,high.school,unknown,yes,no,telephone,may,wed,104,3,999,1.1,93.994
6874,34,admin.,single,high.school,no,no,no,telephone,may,wed,194,3,999,1.1,93.994
6875,44,services,married,high.school,no,yes,yes,telephone,may,wed,212,4,999,1.1,93.994
6876,29,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,122,4,999,1.1,93.994
6877,31,services,married,high.school,no,no,no,telephone,may,wed,185,6,999,1.1,93.994
6878,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,wed,107,3,999,1.1,93.994
6879,26,admin.,single,high.school,no,no,no,telephone,may,wed,87,5,999,1.1,93.994
6880,40,admin.,married,basic.9y,no,no,yes,telephone,may,wed,145,2,999,1.1,93.994
6881,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,wed,30,2,999,1.1,93.994
6882,43,unemployed,married,high.school,no,yes,no,telephone,may,wed,585,3,999,1.1,93.994
6883,34,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,136,2,999,1.1,93.994
6884,25,blue-collar,single,basic.6y,unknown,no,yes,telephone,may,wed,90,8,999,1.1,93.994
6885,36,technician,married,university.degree,no,no,no,telephone,may,wed,146,2,999,1.1,93.994
6886,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,180,2,999,1.1,93.994
6887,29,admin.,married,basic.6y,no,no,yes,telephone,may,wed,376,3,999,1.1,93.994
6888,33,technician,married,university.degree,unknown,no,yes,telephone,may,wed,619,3,999,1.1,93.994
6889,22,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,100,2,999,1.1,93.994
6890,48,entrepreneur,divorced,basic.4y,no,no,no,telephone,may,thu,75,1,999,1.1,93.994
6891,29,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,93,1,999,1.1,93.994
6892,46,retired,married,university.degree,no,no,no,telephone,may,thu,334,2,999,1.1,93.994
6893,34,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,92,1,999,1.1,93.994
6894,56,management,married,university.degree,no,no,no,telephone,may,thu,750,2,999,1.1,93.994
6895,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,332,1,999,1.1,93.994
6896,36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,333,3,999,1.1,93.994
6897,56,management,divorced,university.degree,no,yes,no,telephone,may,thu,118,2,999,1.1,93.994
6898,36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,620,1,999,1.1,93.994
6899,36,admin.,single,high.school,no,yes,no,telephone,may,thu,193,6,999,1.1,93.994
6900,52,retired,married,basic.4y,no,yes,no,telephone,may,thu,138,1,999,1.1,93.994
6901,39,admin.,married,university.degree,no,yes,no,telephone,may,thu,543,1,999,1.1,93.994
6902,35,student,single,university.degree,unknown,no,no,telephone,may,thu,297,1,999,1.1,93.994
6903,54,services,single,high.school,unknown,no,no,telephone,may,thu,144,1,999,1.1,93.994
6904,59,admin.,married,university.degree,no,no,yes,telephone,may,thu,155,1,999,1.1,93.994
6905,33,admin.,married,professional.course,no,yes,yes,telephone,may,thu,140,1,999,1.1,93.994
6906,42,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,42,7,999,1.1,93.994
6907,54,management,married,university.degree,no,yes,no,telephone,may,thu,127,4,999,1.1,93.994
6908,52,self-employed,single,basic.4y,unknown,yes,no,telephone,may,thu,61,1,999,1.1,93.994
6909,35,services,married,high.school,unknown,no,no,telephone,may,thu,267,1,999,1.1,93.994
6910,55,admin.,married,basic.9y,unknown,no,yes,telephone,may,thu,103,2,999,1.1,93.994
6911,35,housemaid,married,basic.4y,unknown,no,yes,telephone,may,thu,205,5,999,1.1,93.994
6912,47,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,54,1,999,1.1,93.994
6913,26,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,132,3,999,1.1,93.994
6914,36,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,thu,275,1,999,1.1,93.994
6915,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,203,1,999,1.1,93.994
6916,34,student,single,basic.4y,unknown,no,no,telephone,may,thu,95,1,999,1.1,93.994
6917,40,admin.,single,unknown,unknown,yes,no,telephone,may,thu,177,1,999,1.1,93.994
6918,42,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,179,1,999,1.1,93.994
6919,51,technician,married,unknown,no,yes,no,telephone,may,thu,136,2,999,1.1,93.994
6920,39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,128,7,999,1.1,93.994
6921,58,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,184,1,999,1.1,93.994
6922,37,services,married,high.school,unknown,no,yes,telephone,may,thu,284,1,999,1.1,93.994
6923,33,services,married,basic.6y,no,yes,no,telephone,may,thu,148,1,999,1.1,93.994
6924,30,self-employed,single,university.degree,no,yes,no,telephone,may,thu,244,2,999,1.1,93.994
6925,30,admin.,single,high.school,no,no,no,telephone,may,thu,107,2,999,1.1,93.994
6926,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,140,3,999,1.1,93.994
6927,47,self-employed,married,university.degree,no,yes,no,telephone,may,thu,217,5,999,1.1,93.994
6928,45,blue-collar,married,illiterate,unknown,no,no,telephone,may,thu,1196,1,999,1.1,93.994
6929,46,admin.,married,professional.course,no,yes,no,telephone,may,thu,78,1,999,1.1,93.994
6930,45,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,129,2,999,1.1,93.994
6931,35,admin.,married,high.school,no,yes,no,telephone,may,thu,52,1,999,1.1,93.994
6932,33,admin.,married,high.school,no,yes,no,telephone,may,thu,41,1,999,1.1,93.994
6933,43,unemployed,married,high.school,no,yes,no,telephone,may,thu,285,1,999,1.1,93.994
6934,56,admin.,divorced,unknown,unknown,yes,no,telephone,may,thu,134,1,999,1.1,93.994
6935,26,technician,single,professional.course,no,no,no,telephone,may,thu,14,1,999,1.1,93.994
6936,29,blue-collar,single,professional.course,no,yes,no,telephone,may,thu,182,2,999,1.1,93.994
6937,40,technician,married,basic.9y,unknown,yes,no,telephone,may,thu,539,1,999,1.1,93.994
6938,41,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,37,3,999,1.1,93.994
6939,35,admin.,married,university.degree,no,yes,no,telephone,may,thu,162,5,999,1.1,93.994
6940,33,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,413,1,999,1.1,93.994
6941,53,entrepreneur,divorced,unknown,no,no,no,telephone,may,thu,184,1,999,1.1,93.994
6942,34,services,married,high.school,no,no,no,telephone,may,thu,285,1,999,1.1,93.994
6943,47,blue-collar,married,unknown,unknown,no,no,telephone,may,thu,361,1,999,1.1,93.994
6944,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,74,1,999,1.1,93.994
6945,52,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,130,1,999,1.1,93.994
6946,29,admin.,married,university.degree,no,yes,no,telephone,may,thu,203,1,999,1.1,93.994
6947,42,technician,single,high.school,no,no,no,telephone,may,thu,186,1,999,1.1,93.994
6948,37,admin.,married,high.school,unknown,yes,no,telephone,may,thu,37,1,999,1.1,93.994
6949,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,206,2,999,1.1,93.994
6950,31,blue-collar,single,high.school,no,unknown,unknown,telephone,may,thu,230,4,999,1.1,93.994
6951,28,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,thu,73,1,999,1.1,93.994
6952,35,services,married,high.school,no,no,no,telephone,may,thu,283,1,999,1.1,93.994
6953,37,technician,married,professional.course,no,no,yes,telephone,may,thu,44,1,999,1.1,93.994
6954,34,self-employed,married,professional.course,no,no,no,telephone,may,thu,205,1,999,1.1,93.994
6955,37,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,291,1,999,1.1,93.994
6956,42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,159,1,999,1.1,93.994
6957,42,admin.,married,basic.4y,no,no,no,telephone,may,thu,148,1,999,1.1,93.994
6958,58,technician,married,professional.course,no,yes,no,telephone,may,thu,57,3,999,1.1,93.994
6959,28,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,thu,733,1,999,1.1,93.994
6960,38,services,single,basic.9y,no,yes,no,telephone,may,thu,193,1,999,1.1,93.994
6961,38,admin.,married,university.degree,no,yes,no,telephone,may,thu,744,1,999,1.1,93.994
6962,34,management,single,basic.9y,no,yes,no,telephone,may,thu,84,1,999,1.1,93.994
6963,45,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,254,1,999,1.1,93.994
6964,53,admin.,married,university.degree,no,yes,no,telephone,may,thu,135,1,999,1.1,93.994
6965,50,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,23,1,999,1.1,93.994
6966,30,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,578,3,999,1.1,93.994
6967,38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,1093,1,999,1.1,93.994
6968,36,technician,married,professional.course,no,yes,no,telephone,may,thu,247,1,999,1.1,93.994
6969,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,114,9,999,1.1,93.994
6970,42,admin.,divorced,high.school,no,yes,no,telephone,may,thu,119,1,999,1.1,93.994
6971,32,management,married,university.degree,no,yes,no,telephone,may,thu,619,1,999,1.1,93.994
6972,38,technician,married,basic.9y,no,no,no,telephone,may,thu,514,3,999,1.1,93.994
